id,review,sentiScore_pos,sentiScore_neg,rating,past,sentiScore,title,dataSource,length_words,stopwords_removal,stemmed
1578,goooood,3,-1,5,0,3,goood,RE2014_app_and_play_store_apps,1,goooood,goooood
1579,How do I get MCPE maps and mods? Without iexplorer or any other fake website to get your money,1,-2,1,0,-2,MCPE maps and mods,RE2014_app_and_play_store_apps,20,how do get mcpe maps mods? without iexplorer or any other fake website to get money,how do i get mcpe map and mods? without iexpl or any oth fak websit to get yo money
1580,"This app is perfect, next to ibook it is the most used app on my iPad(s)  The only thing I can think of to make it better would be the ability to display long file names, I use it as a repository for ebooks any many times have to download 3 or 4 books to find the correct one in a series  Thanks for this great app!!",3,-1,5,0,3,The perfect app,RE2014_app_and_play_store_apps,74,"this app perfect, next to ibook most used app ipad(s) only thing can think of to make better would be ability to display long file names, use as repository for ebooks any many times have to download 3 or 4 books to find correct one series thanks for this great app!!","thi ap is perfect, next to ibook it is the most us ap on my ipad(s) the on thing i can think of to mak it bet would be the abl to display long fil names, i us it as a reposit for ebook any many tim hav to download 3 or 4 book to find the correct on in a sery thank for thi gre app!!"
1581,This app is the best utility ! Very needed ! I would suggest you to have at least 5 GB of space ,2,-1,4,1,2,Soo Good ??,RE2014_app_and_play_store_apps,22,this app best utility ! very needed ! would suggest to have at least 5 gb of space,thi ap is the best util ! very nee ! i would suggest you to hav at least 5 gb of spac
1582,"If you do not own this app, your life must be so much tougher Enough said",1,-2,5,1,-2,Must have!,RE2014_app_and_play_store_apps,17,"if do not own this app, life must be so much tougher enough said","if you do not own thi app, yo lif must be so much tough enough said"
1583,It's great useful app that's always there when I need it Enough said,3,-1,5,1,3,Love it,RE2014_app_and_play_store_apps,19,it's great useful app that's always there when need enough said,it's gre us ap that's alway ther when i nee it enough said
1584,I like this app i just reallyy wish it could support zip files as well if that was changed i would so give it a 5star rating ),2,-1,4,2,2,Zip file please,RE2014_app_and_play_store_apps,28,like this app just reallyy wish could support zip files as well if that was changed would so give 5star rating ),i lik thi ap i just reallyy wish it could support zip fil as wel if that was chang i would so giv it a 5star rat )
1585,Good,2,-1,5,0,2,Good,RE2014_app_and_play_store_apps,1,good,good
1586,I don't really know how to created the file like a word document or something,2,-1,3,1,2,Help!,RE2014_app_and_play_store_apps,18,don't really know how to created file like word document or something,i don't real know how to cre the fil lik a word docu or some
1587,"Great companion to the desktop version Nice for viewing, but not so great for making updates",3,-1,4,0,3,Works for me,RE2014_app_and_play_store_apps,17,"great companion to desktop version nice for viewing, but not so great for making updates","gre comp to the desktop vert nic for viewing, but not so gre for mak upd"
1588,"This app has been go so far for me On my iPod touch 4 generation I has done so much in so little of time Little than 30 seconds it had my account created and pictures uploading on there! Although I am looking in to this, I trust this will keep mine and your apple devices' apps, music, photos videos and so on safe with all your personal files )",2,-1,4,4,2,It's doing fine,RE2014_app_and_play_store_apps,77,"this app has been go so far for ipod touch 4 generation has done so much so little of time little than 30 seconds had account created pictures uploading there! although looking to this, trust this will keep mine apple devices' apps, music, photos videos so safe with all personal files )","thi ap has been go so far for me on my ipod touch 4 gen i has don so much in so littl of tim littl than 30 second it had my account cre and pict upload on there! although i am look in to this, i trust thi wil keep min and yo appl devices' apps, music, photo video and so on saf with al yo person fil )"
1589,"I have used the Dropbox app for a long time with no serious issues Sure there are glitches once in awhile, but usually runs very smoothly I have it uploading my photos, which it does consistently well and syncing docs I need No problems here, not sure what the bad reviews are about",2,-2,5,1,-2,I don't understand the bad reviews!,RE2014_app_and_play_store_apps,56,"have used dropbox app for long time with no serious issues sure there glitches once awhile, but usually runs very smoothly have uploading photos, which does consistently well syncing docs need no problems here, not sure what bad reviews about","i hav us the dropbox ap for a long tim with no sery issu sur ther ar glitch ont in awhile, but us run very smoo i hav it upload my photos, which it doe consist wel and synt doc i nee no problem here, not sur what the bad review ar about"
1590,The app greatly enhances the capability of the iPad by making it truly portable  You are able to access your materials on all of your devices &amp share with others either for the purpose of collaboration or simply dispersing information  Both are very useful in the world of education!,3,-1,4,0,3,Very Good,RE2014_app_and_play_store_apps,51,app greatly enhances capability of ipad by making truly portable able to access materials all of devices &amp share with others either for purpose of collaboration or simply dispersing information both very useful world of education!,the ap gre enh the cap of the ipad by mak it tru port you ar abl to access yo mat on al of yo dev &amp shar with oth ei for the purpo of collab or simply disp inform both ar very us in the world of education!
1591,Dropbox is the smart invention I love it,3,-1,5,0,3,Dropbox,RE2014_app_and_play_store_apps,8,dropbox smart invention love,dropbox is the smart inv i lov it
1592,I have no idea how to get drop box files to sync with the iPhone or iPad,1,-1,1,0,-1,drop box sync,RE2014_app_and_play_store_apps,17,have no idea how to get drop box files to sync with iphone or ipad,i hav no id how to get drop box fil to synt with the iphon or ipad
1593,very convientent,1,-1,5,1,-1,fast and useful!!,RE2014_app_and_play_store_apps,2,very convientent,very convy
1594,Pretty handy app,3,-1,3,0,3,Dropbox,RE2014_app_and_play_store_apps,3,pretty handy app,pretty handy ap
1595,Simple and intuitive,1,-1,5,0,-1,Outstanding,RE2014_app_and_play_store_apps,3,simple intuitive,simpl and intuit
1596,Great application Wow!,3,-1,5,0,3,Great !,RE2014_app_and_play_store_apps,4,great application wow!,gre apply wow!
1597,!!,1,-1,5,0,-1,Amazing,RE2014_app_and_play_store_apps,2,!!,!!
1598,Great app great for mobile teams,3,-1,5,0,3,Use it all the time,RE2014_app_and_play_store_apps,6,great app great for mobile teams,gre ap gre for mobl team
1599,Not sure why people are complaining Clearly Dropbox limits its features due to the Apple developer license agreement If they wanted more indepth file system features it would have been added Don't blame Dropbox,1,-2,5,3,-2,Very useful,RE2014_app_and_play_store_apps,37,not sure why people complaining clearly dropbox limits features due to apple developer license agreement if wanted more indepth file system features would have been added don't blame dropbox,not sur why peopl ar complain clear dropbox limit it feat due to the appl develop lic agr if they want mor indep fil system feat it would hav been ad don't blam dropbox
1600,"I love the fact that its so easy to use and now my cel is working better than ever! If you're still thinking to get this app don't think anymore download it now, Thanks Dropbox!",3,-1,5,0,3,Easy to use!,RE2014_app_and_play_store_apps,44,"love fact that so easy to use now cel working better than ever! if you're still thinking to get this app don't think anymore download now, thanks dropbox!","i lov the fact that it so easy to us and now my cel is work bet than ever! if you're stil think to get thi ap don't think anym download it now, thank dropbox!"
1601,A must have app for college student!,1,-1,5,0,-1,A must have app for college student!,RE2014_app_and_play_store_apps,8,must have app for college student!,a must hav ap for colleg student!
1602,),1,-1,5,0,-1,A wonderful application ,RE2014_app_and_play_store_apps,1,),)
1603,Definitely liking this app Use it all the time It would be really nice if it gives us 10gb free space ^^,4,-1,4,0,4,??,RE2014_app_and_play_store_apps,22,definitely liking this app use all time would be really nice if gives us 10gb free space ^^,definit lik thi ap us it al the tim it would be real nic if it giv us 10gb fre spac ^^
1604,Thank you for your great work Dropbox!!,3,-1,5,0,3,The best app,RE2014_app_and_play_store_apps,9,thank for great work dropbox!!,thank you for yo gre work dropbox!!
1605,I just love using Dropbox But iOS 5 is required to use it How can I use it in iOS 41?,2,-1,5,1,2,Way of using previous version,RE2014_app_and_play_store_apps,22,just love using dropbox but ios 5 required to use how can use ios 41?,i just lov us dropbox but io 5 is requir to us it how can i us it in io 41?
1606,Gotta love Dropbox!,3,-1,5,1,3,Awesome,RE2014_app_and_play_store_apps,5,gotta love dropbox!,got lov dropbox!
1607,It is important to have it,1,-1,5,0,-1,It is important to have it,RE2014_app_and_play_store_apps,6,important to have,it is import to hav it
1608,"This app not only looks great, but also provides excellent functionality  Flash Drives are a thing of the past!",3,-1,5,0,3,Files with Style,RE2014_app_and_play_store_apps,21,"this app not only looks great, but also provides excellent functionality flash drives thing of past!","thi ap not on look great, but also provid excel funct flash driv ar a thing of the past!"
1609,?? ???? ?????????,1,-1,5,0,-1,Goood,RE2014_app_and_play_store_apps,72,?? ???? ????????? ???? ????? ???? ???? ????? ???????? ???? ????? ??????? mms ????? ?????,?? ???? ????????? ???? ????? ???? ???? ????? ???????? ???? ????? ??????? mms ????? ?????
,???? ????? ???? ???? ?????,,,,,,,,,,
,???????? ???? ????? ??????? mms,,,,,,,,,,
,????? ?????,,,,,,,,,,
1610,Full rate,1,-1,5,0,-1,Support,RE2014_app_and_play_store_apps,2,full rate,ful rat
1611,Best app ever,2,-1,5,0,2,Jehad,RE2014_app_and_play_store_apps,3,best app ever,best ap ev
1612,Very useful app  Thank you! If only I could see my filled in fields of the Word forms on it it would be awesome It is a pain and a hustle not to be able to  ,3,-4,4,2,-4,"Good, but",RE2014_app_and_play_store_apps,54,"very useful app thank you! if only could see filled fields of word forms would be awesome pain hustle not to be able to also miss old app logo, new one just so-so otherwise great","very us ap thank you! if on i could see my fil in field of the word form on it it would be awesom it is a pain and a hustl not to be abl to also i miss the old ap logo, new on is just so-so otherw it is gre"
,"Also I miss the old app logo, new one is  just so-so",,,,,,,,,,
,Otherwise it is great,,,,,,,,,,
1613,Download this app today,1,-1,5,0,-1,Lego 24778990765788788,RE2014_app_and_play_store_apps,4,download this app today,download thi ap today
1614,Great app!!,3,-1,5,0,3,,RE2014_app_and_play_store_apps,4,great app!!,gre app!!
1615,This is one app that I use every day,1,-1,5,0,-1,One of the best apps ever,RE2014_app_and_play_store_apps,9,this one app that use every day,thi is on ap that i us every day
1616,iOS,1,-1,5,0,-1,Shrooms,RE2014_app_and_play_store_apps,1,ios,io
1617,This is an app that is relevant to everything I do I use it everyday! My top 5!,2,-1,5,0,2,Indispensable!,RE2014_app_and_play_store_apps,20,this app that relevant to everything do use everyday! top 5!,thi is an ap that is relev to every i do i us it everyday! my top 5!
1618,My life just got easier Great application,3,-1,5,1,3,Owner Musikraft,RE2014_app_and_play_store_apps,7,life just got easier great application,my lif just got easy gre apply
1619,It's useful and helpful All my files and especially my photos are being synced FAST to my laptop This is the app that I've been looking for It's very convenient also to use,2,-1,5,2,2,Its very helpful!,RE2014_app_and_play_store_apps,42,it's useful helpful all files especially photos being synced fast to laptop this app that i've been looking for it's very convenient also to use,it's us and help al my fil and espec my photo ar being synt fast to my laptop thi is the ap that i've been look for it's very conveny also to us
1620,I would've lost hundreds of photos if it wasn't for this app! Thank you!,2,-1,5,1,2,Saved my photos!,RE2014_app_and_play_store_apps,22,would've lost hundreds of photos if wasn't for this app! thank you!,i would've lost hundr of photo if it wasn't for thi app! thank you!
1621,Best app ever made for busy people Keeps up with everything and great app for people with jobs and hobbies that take up your time,3,-1,5,1,3,Wow,RE2014_app_and_play_store_apps,25,best app ever made for busy people keeps with everything great app for people with jobs hobbies that take time,best ap ev mad for busy peopl keep up with every and gre ap for peopl with job and hobby that tak up yo tim
1622,Going paperless and this is working for me so far Great stuff Recommend,3,-1,4,0,3,Great way to go paperless,RE2014_app_and_play_store_apps,13,going paperless this working for so far great stuff recommend,going paperless and thi is work for me so far gre stuff recommend
1623,I like to be organized and be able to customize things as well and with this app I think it does pretty good with both I would recommend it! ),3,-1,5,1,3,Awesome ),RE2014_app_and_play_store_apps,31,like to be organized be able to customize things as well with this app think does pretty good with both would recommend it! ),i lik to be org and be abl to custom thing as wel and with thi ap i think it doe pretty good with both i would recommend it! )
1624,Wait for the bugs to get fixed Better yet Look for an alternative app,1,-1,1,1,-1,Current Version Doesn't Work,RE2014_app_and_play_store_apps,14,wait for bugs to get fixed better yet look for alternative app,wait for the bug to get fix bet yet look for an altern ap
1625,Smooth,1,-1,5,0,-1,Great ap,RE2014_app_and_play_store_apps,1,smooth,smoo
1626,Very useful,3,-1,5,0,3,Amazing!,RE2014_app_and_play_store_apps,2,very useful,very us
1627,This is working so far,1,-1,4,0,-1,!Good,RE2014_app_and_play_store_apps,5,this working so far,thi is work so far
1628,Good product,2,-1,5,0,2,Keeps life organized,RE2014_app_and_play_store_apps,2,good product,good produc
1629,Update has bad UI and doesn't support all the 3GS iPhones that are still on contracts Delete and use apple notes instead,2,-2,1,0,-2,Useless - no iPhone 3GS support,RE2014_app_and_play_store_apps,25,update has bad ui doesn't support all 3gs iphones that still contracts delete use apple notes instead,upd has bad ui and doesn't support al the 3gs iphon that ar stil on contract delet and us appl not instead
1630,I like it a lot,2,-1,5,0,2,Excellent! Works great and very handy!,RE2014_app_and_play_store_apps,5,like lot,i lik it a lot
1631,Is the badest UI i have ever seen Is very hard to use and no nice visual and no good to look I dont like at all Whats happen Evernote???,2,-1,1,1,2,Dont Update,RE2014_app_and_play_store_apps,33,badest ui have ever seen very hard to use no nice visual no good to look dont like at all whats happen evernote???,is the badest ui i hav ev seen is very hard to us and no nic vis and no good to look i dont lik at al what hap evernote???
1632,Can't think of a better app to keep my life straight,1,-1,5,0,-1,Ever awesome,RE2014_app_and_play_store_apps,14,can't think of better app to keep life straight,can't think of a bet ap to keep my lif straight
1633,Love the new interface Quick access to my most used notes and tags makes the app so much more quick The most beautiful app on my phone,3,-1,5,1,3,Form and Function,RE2014_app_and_play_store_apps,27,love new interface quick access to most used notes tags makes app so much more quick most beautiful app phone,lov the new interfac quick access to my most us not and tag mak the ap so much mor quick the most beauty ap on my phon
1634,this used to be a good appproduct important notes i took are gone! can't recommend until they fix these major bugs!!!,2,-1,1,3,2,lost my notes!,RE2014_app_and_play_store_apps,28,this used to be good appproduct important notes took gone! can't recommend until fix these major bugs!!!,thi us to be a good appproduc import not i took ar gone! can't recommend until they fix the maj bugs!!!
1635,I am so disappointed to see the turn that the ios app has taken There's so much to dislike about this craptastic abomination that I'm not even going to try ,1,-3,1,2,-3,A case study in how to ruin a product,RE2014_app_and_play_store_apps,51,so disappointed to see turn that ios app has taken there's so much to dislike about this craptastic abomination that i'm not even going to try i'm long time premium user seriously considering other options,i am so disappoint to see the turn that the io ap has tak there's so much to dislik about thi craptast abomin that i'm not ev going to try i'm a long tim prem us and am sery consid oth opt
,I'm a long time premium user and am seriously considering other options,,,,,,,,,,
1636,Hard to use takes up big chunks of the screen trying to sell me crap,1,-3,1,0,-3,User-unfriendly,RE2014_app_and_play_store_apps,15,hard to use takes big chunks of screen trying to sell crap,hard to us tak up big chunk of the screen try to sel me crap
1637,It's a app that you can do pretty much everything from making to do list to office papers It's great for people that are on the go and can store almost anything and have it in the palm of their hand,3,-1,5,0,3,Highly recommended,RE2014_app_and_play_store_apps,47,it's app that can do pretty much everything from making to do list to office papers it's great for people that go can store almost anything have palm of hand,it's a ap that you can do pretty much every from mak to do list to off pap it's gre for peopl that ar on the go and can stor almost any and hav it in the palm of their hand
1638,"But not anymore  iOS 7 seems to be incompatible  Too bad, so sad uninstall",1,-4,1,0,-4,Used to work,RE2014_app_and_play_store_apps,15,"but not anymore ios 7 seems to be incompatible too bad, so sad uninstall","but not anym io 7 seem to be incomp too bad, so sad uninst"
1639,Horrible,1,-4,1,0,-4,Needs a lot of work,RE2014_app_and_play_store_apps,1,horrible,hor
1640,Evernote is awesome That's all,3,-1,5,1,3,Stop complaining!,RE2014_app_and_play_store_apps,8,evernote awesome that's all,evernot is awesom that's al
1641,I use it all the time and it works great!,3,-1,5,0,3,Love Evernote,RE2014_app_and_play_store_apps,11,use all time works great!,i us it al the tim and it work great!
1642,"Great app, after 5 years of using it I upgraded to premium ",3,-1,5,2,3,My favorite app,RE2014_app_and_play_store_apps,16,"great app, after 5 years of using upgraded to premium very well done","gre app, aft 5 year of us it i upgrad to prem very wel don"
,Very well done,,,,,,,,,,
1643,"I love this thing, seriously I use it for everything from project tracking to grocery lists to personal archive Can't recommend it highly enough",3,-1,5,3,3,I love my Evernote!!,RE2014_app_and_play_store_apps,82,"love this thing, seriously use for everything from project tracking to grocery lists to personal archive can't recommend highly enough that said, i've got ios7 phone, but have not upgraded ipad waiting for apple to work some of bugs of new os for us tablet users as result, synching between devices not always reliable right now - just watch-out","i lov thi thing, sery i us it for every from project track to grocery list to person arch can't recommend it high enough that said, i've got ios7 on my phone, but hav not upgrad my ipad wait for appl to work som of the bug out of the new os for us tablet us as a result, synch between dev is not alway rely right now - just a watch-out"
,,,,,,,,,,,
,"That said, I've got iOS7 on my phone, but have not upgraded my iPad waiting for Apple to work some of the bugs out of the new OS for us tablet users As a result, synching between devices is not always reliable right now - just a watch-out",,,,,,,,,,
1644,"Feels more fluid, controls are intuitive and exactly where I expect them to be Design meshes perfectly with iOS 7",2,-1,5,0,2,Love the iOS 7 update,RE2014_app_and_play_store_apps,27,"feels more fluid, controls intuitive exactly where expect to be design meshes perfectly with ios 7 great job this update )","feel mor fluid, control ar intuit and exact wher i expect them to be design mesh perfect with io 7 gre job on thi upd )"
,,,,,,,,,,,
,Great job on this update ),,,,,,,,,,
1645,Evernote is no longer usable to me because I have not jumped on the iOS7 bandwagon I never adopt a new OS until the kinks have been wrung out Now I have lost the use of Evernote?and I used to use it a lot Bad call! ,2,-2,1,6,-2,Wrong minimum iOS!,RE2014_app_and_play_store_apps,67,"evernote no longer usable to because have not jumped ios7 bandwagon never adopt new os until kinks have been wrung now have lost use of evernote?and used to use lot bad call! now will be looking for something else to use, will let premium subscription expire","evernot is no long us to me beca i hav not jump on the ios7 bandwagon i nev adopt a new os until the kink hav been wrung out now i hav lost the us of evernote?and i us to us it a lot bad call! now i wil be look for some el to use, and wil let my prem subscrib expir"
,,,,,,,,,,,
,"Now I will be looking for something else to use, and will let my Premium subscription expire",,,,,,,,,,
1646,Use Evernote a lot thanks,2,-1,5,1,2,I like evernote,RE2014_app_and_play_store_apps,5,use evernote lot thanks,us evernot a lot thank
1647,"The last version had a 'wow ' factor to it, this version is ugly IMHO  Still like what it does for me though",2,-3,4,1,-3,Great app and service but update is ugly,RE2014_app_and_play_store_apps,28,"last version had 'wow ' factor to it, this version ugly imho still like what does for though","the last vert had a 'wow ' fact to it, thi vert is ug imho stil lik what it doe for me though"
1648,"Most folks who are trashing this version need to chill A reinstall fixes nearly all the issues I've been using EN for work, travel, and home I have been able to use it for travel - the family went to Rome and I loaded all the maps and travel info - reservations, hotel info, geocaches etc It saved time and trouble",1,-1,5,7,-1,Best app on my phone,RE2014_app_and_play_store_apps,102,"most folks who trashing this version need to chill reinstall fixes nearly all issues i've been using en for work, travel, home have been able to use for travel - family went to rome loaded all maps travel info - reservations, hotel info, geocaches etc saved time trouble now add all receipts get rid of paper this really has made tax preparation easier favorit app don't know what would do without","most folk who ar trash thi vert nee to chil a reinst fix near al the issu i've been us en for work, travel, and hom i hav been abl to us it for travel - the famy went to rom and i load al the map and travel info - reservations, hotel info, geocach etc it sav tim and troubl now i ad al my receipt and get rid of the pap thi real has mad tax prep easy my favorit ap i don't know what i would do without it"
,Now I add all my receipts and get rid of the paper This really has made tax preparation easier,,,,,,,,,,
,My favorit app I don't know what I would do without it,,,,,,,,,,
1649,"You've got to be kidding!  I'm an Evernote premium user, but NEVER update my iOS on the first go round  If I had known, I would not have updated Evernote?  Crap - I use EN for everything!",2,-3,1,4,-3,Doesn't Support IOS6,RE2014_app_and_play_store_apps,48,"you've got to be kidding! i'm evernote premium user, but never update ios first go round if had known, would not have updated evernote? crap - use en for everything!","you've got to be kidding! i'm an evernot prem user, but nev upd my io on the first go round if i had known, i would not hav upd evernote? crap - i us en for everything!"
1650,I use it all the time works great,3,-1,5,0,3,Love it,RE2014_app_and_play_store_apps,8,use all time works great,i us it al the tim work gre
1651,"Evernote is the best note taking and keeping appservice there is As a long time user, I know that they make it their business to offer more and better and safer features than anyone else",2,-1,5,0,2,Best,RE2014_app_and_play_store_apps,36,"evernote best note taking keeping appservice there as long time user, know that make business to offer more better safer features than anyone else","evernot is the best not tak and keep appserv ther is as a long tim user, i know that they mak it their busy to off mor and bet and saf feat than anyon el"
1652,"PC, laptops , droid, tablet, two iPhones and one set of reference documents on all of them for myself and the wife What the heck was I doing sending copies and updates in msgs and hand written notes, I'm so embarrassed I did not find this 3 years ago?",1,-3,5,5,-3,Why did I not find this 3 years ago?,RE2014_app_and_play_store_apps,57,"pc, laptops , droid, tablet, two iphones one set of reference documents all of for wife what heck was doing sending copies updates msgs hand written notes, i'm so embarrassed did not find this 3 years ago?","pc, laptop , droid, tablet, two iphon and on set of ref docu on al of them for myself and the wif what the heck was i doing send cop and upd in msgs and hand writ notes, i'm so embarrass i did not find thi 3 year ago?"
1653,Performs better than other services that I have tried,1,-1,5,1,-1,In constant use on all platforms,RE2014_app_and_play_store_apps,9,performs better than other services that have tried,perform bet than oth serv that i hav tri
1654,It's like carrying 40 different notebooks around in your pocket all the time And the fact that all the info and ideas you collect during the day is waiting for you on your desktop computer when you get home is invaluable,2,-1,5,0,2,I love this app,RE2014_app_and_play_store_apps,44,it's like carrying 40 different notebooks around pocket all time fact that all info ideas collect during day waiting for desktop computer when get home invaluable,it's lik carry 40 diff notebook around in yo pocket al the tim and the fact that al the info and ide you collect dur the day is wait for you on yo desktop comput when you get hom is invalu
1655,Evernote for iOS 7 is beautiful built for apples latest toys It's the best way to organize documents and images in one place,3,-1,5,0,3,Perfect for iOS 7 on 4s,RE2014_app_and_play_store_apps,26,evernote for ios 7 beautiful built for apples latest toys it's best way to organize documents images one place,evernot for io 7 is beauty built for appl latest toy it's the best way to org docu and im in on plac
1656,"No other app does what Evernote does, in my experience You just have to start using it, and it is very easy You cannot make a mistake or lose your material Once you start using it, it will become an essential part of how you save and organize your thoughts, material, pictures virtually anything  It is one of those 'must-have' apps",2,-2,5,0,-2,Evernote rating,RE2014_app_and_play_store_apps,72,"no other app does what evernote does, experience just have to start using it, very easy cannot make mistake or lose material once start using it, will become essential part of how save organize thoughts, material, pictures virtually anything one of those 'must-have' apps","no oth ap doe what evernot does, in my expery you just hav to start us it, and it is very easy you cannot mak a mistak or los yo mat ont you start us it, it wil becom an ess part of how you sav and org yo thoughts, material, pict virt any it is on of tho 'must-have' ap"
1657,If,1,-1,5,0,-1,Couldn't live with out it,RE2014_app_and_play_store_apps,1,if,if
1658,You won't look back after getting this app Simple as that,1,-1,5,1,-1,Stop reading and get it!,RE2014_app_and_play_store_apps,14,won't look back after getting this app simple as that,you won't look back aft get thi ap simpl as that
1659,It is my most important work tool Keep the updates coming,1,-1,5,0,-1,I Love It,RE2014_app_and_play_store_apps,11,most important work tool keep updates coming,it is my most import work tool keep the upd com
1660,Evernote is a great application I use it across platforms and it always works without a glitch,3,-1,5,0,3,Great App,RE2014_app_and_play_store_apps,17,evernote great application use across platforms always works without glitch,evernot is a gre apply i us it across platform and it alway work without a glitch
1661,"Since using Evernote I store everything there From to-do list to what I ate at a particular restaurant and the wine we had, it all goes into Evernote for reference It's nice to know where everything is filed",2,-1,5,2,2,Evernotecan't live without it,RE2014_app_and_play_store_apps,42,"since using evernote store everything there from to-do list to what ate at particular restaurant wine had, all goes into evernote for reference it's nice to know where everything filed","sint us evernot i stor every ther from to-do list to what i at at a partic rest and the win we had, it al goe into evernot for ref it's nic to know wher every is fil"
1662,Evernote is one of the few apps that I use everyday It's a delight to use for recording ideas and notes,3,-1,5,0,3,Love Evernote,RE2014_app_and_play_store_apps,24,evernote one of few apps that use everyday it's delight to use for recording ideas notes,evernot is on of the few ap that i us everyday it's a delight to us for record ide and not
1663,"My creative juices can flow anytime, anywhere and I've got the tool to capture it all!",1,-1,5,1,-1,Seriously love this app,RE2014_app_and_play_store_apps,21,"creative juices can flow anytime, anywhere i've got tool to capture all!","my cre juic can flow anytime, anywh and i've got the tool to capt it all!"
1664,Outstanding  Would be nice to have the PC app features available in IOS app,2,-1,5,0,2,Excellent  Needs more features,RE2014_app_and_play_store_apps,14,outstanding would be nice to have pc app features available ios app,outstand would be nic to hav the pc ap feat avail in io ap
1665,Love this app and Evernote Starting to put everything here,3,-1,5,0,3,Awesome,RE2014_app_and_play_store_apps,15,love this app evernote starting to put everything here getting better all time,lov thi ap and evernot start to put every her get bet al the tim
,,,,,,,,,,,
,Getting better all the time,,,,,,,,,,
1666,I love this program and use it every day!!! for work and  play,3,-1,5,0,3,Great Program!!!!,RE2014_app_and_play_store_apps,16,love this program use every day!!! for work play,i lov thi program and us it every day!!! for work and play
1667,Good job and great job I love it,3,-1,5,0,3,Love it,RE2014_app_and_play_store_apps,8,good job great job love,good job and gre job i lov it
1668,Simply Love it!,3,-1,5,0,3,EverNote,RE2014_app_and_play_store_apps,4,simply love it!,simply lov it!
1669,"I love Evernote and frankly don't know how I'd live without it I have it installed on my desktop, iPhone and iPad  It's a lifesaver For newbies you might not be sure how to use this app Head to their website and they have user guides which will give you some ideas Once you incorporate it you'll start seeing the value right away",3,-1,5,2,3,Most frequently used app,RE2014_app_and_play_store_apps,76,"love evernote frankly don't know how i'd live without have installed desktop, iphone ipad it's lifesaver for newbies might not be sure how to use this app head to website have user guides which will give some ideas once incorporate you'll start seeing value right away","i lov evernot and frank don't know how i'd liv without it i hav it inst on my desktop, iphon and ipad it's a lifesav for newby you might not be sur how to us thi ap head to their websit and they hav us guid which wil giv you som ide ont you incorp it you'll start see the valu right away"
1670,I resisted using Evernote for some time while using other applications but decided to give it a try and have not regretted that decision While not perfect the totality of all of the functions makes it the best so far for me,2,-1,4,3,2,Great app!,RE2014_app_and_play_store_apps,42,resisted using evernote for some time while using other applications but decided to give try have not regretted that decision while not perfect totality of all of functions makes best so far for,i resist us evernot for som tim whil us oth apply but decid to giv it a try and hav not regret that decid whil not perfect the tot of al of the funct mak it the best so far for me
1671,?? ??,1,-1,5,0,-1,very good,RE2014_app_and_play_store_apps,4,?? ??,?? ??
1672,This is one of my favorite apps!,2,-1,5,0,2,Favorite App,RE2014_app_and_play_store_apps,8,this one of favorite apps!,thi is on of my favorit apps!
1673,This app will not down load or let me remove it Why?,1,-1,1,0,-1,Can not be removed!,RE2014_app_and_play_store_apps,13,this app will not load or let remove why?,thi ap wil not down load or let me remov it why?
1674,100% great,3,-1,5,0,3,Awesome,RE2014_app_and_play_store_apps,9,100% great one of favorite productivity apps,100% gre on of my favorit produc ap
,,,,,,,,,,,
,One of my favorite productivity apps,,,,,,,,,,
1675,Would want to try and get anything done without it ever again ,1,-1,5,0,-1,Don't want to remember waking life before Evernote,RE2014_app_and_play_store_apps,13,would want to try get anything done without ever again amazing,would want to try and get any don without it ev again amaz
,Amazing,,,,,,,,,,
1676,"I'm an elementary school teacher, and like having ALL my notes in one place I don't waste time trying to find ideas for lesson plans, etc If Penultimate was available for my Kindle Fire, I'd have all I need",2,-1,4,1,2,No More Random Notes,RE2014_app_and_play_store_apps,51,"i'm elementary school teacher, like having all notes one place don't waste time trying to find ideas for lesson plans, etc if penultimate was available for kindle fire, i'd have all need","i'm an el school teacher, and lik hav al my not in on plac i don't wast tim try to find ide for lesson plans, etc if penultim was avail for my kindl fire, i'd hav al i nee"
1677,Great product!,3,-1,5,0,3,Can't live without,RE2014_app_and_play_store_apps,3,great product!,gre product!
1678,I use Evernote for so many things,1,-1,5,1,-1,My most used app,RE2014_app_and_play_store_apps,52,"use evernote for so many things note taking, recording meetings, to do lists, web clipping, reading pdfs - everything syncs to all devices use love app it's must have for iphone ipad desktop pc (or mac)","i us evernot for so many thing not taking, record meetings, to do lists, web clipping, read pdfs - and every synt to al dev i us lov the ap it's must hav for the iphon and ipad and desktop pc (or mac)"
,"Note taking, Recording meetings, to do lists, web clipping, reading PDFs - and everything syncs to all devices i use  Love the app  It's must have for the iPhone and iPad and desktop PC (or Mac)",,,,,,,,,,
1679,I use Evernote multiple times each day It helps keep my life organized and effective Great app!,3,-1,5,1,3,A Daily App,RE2014_app_and_play_store_apps,18,use evernote multiple times each day helps keep life organized effective great app!,i us evernot multipl tim each day it help keep my lif org and effect gre app!
1680,Have it with me everywhere all the time,1,-1,5,0,-1,Love it!,RE2014_app_and_play_store_apps,8,have with everywhere all time,hav it with me everywh al the tim
1681,a very good app It's easy-using,3,-1,5,0,3,It's good,RE2014_app_and_play_store_apps,9,very good app it's easy-using,a very good ap it's easy-using
1682,Like it a lot,2,-1,5,0,2,Good,RE2014_app_and_play_store_apps,4,like lot,lik it a lot
